dateObserved,temperature,relativeHumidity,hour,month
2023-05-29 01:21:00+00:00,14.369421,59.28954,1,5
2023-05-29 01:51:00+00:00,13.992905,59.756847,1,5
2023-05-29 02:01:00+00:00,13.944839,60.578926,2,5
2023-05-29 02:11:00+00:00,13.62974,62.705654,2,5
2023-05-29 02:21:00+00:00,13.373388,65.0441,2,5
2023-05-29 02:31:00+00:00,13.194476,67.3711,2,5
2023-05-29 02:41:00+00:00,13.015564,67.47028,2,5
2023-05-29 02:51:00+00:00,12.930114,69.70382,2,5
2023-05-29 03:01:00+00:00,12.825971,70.69756,3,5
2023-05-29 03:21:00+00:00,12.671092,71.061874,3,5
2023-05-29 03:31:00+00:00,12.57763,71.24498,3,5
2023-05-29 03:51:00+00:00,12.219807,73.87335,3,5
2023-05-29 04:01:00+00:00,12.230488,73.37362,4,5
2023-05-29 04:11:00+00:00,12.307927,73.84093,4,5
2023-05-29 04:21:00+00:00,12.374685,74.16708,4,5
2023-05-29 04:31:00+00:00,12.433433,73.39269,4,5
2023-05-29 04:41:00+00:00,12.57496,73.1886,4,5
2023-05-29 04:51:00+00:00,12.593652,72.37606,4,5
2023-05-29 05:11:00+00:00,12.930114,71.31747,5,5
2023-05-29 05:21:00+00:00,13.352026,70.31991,5,5
2023-05-29 05:31:00+00:00,13.640421,69.53788,5,5
